Chrom,Location,SRR10901764.tmp,SRR10901775.tmp,SRR10901786.tmp,SRR10901806.tmp,SRR10901817.tmp,SRR10901829.tmp,SRR10901830.tmp,SRR10901831.tmp,SRR10901832.tmp,SRR10901833.tmp,SRR10901834.tmp,SRR10901835.tmp,SRR10901836.tmp,SRR10901837.tmp,SRR10901838.tmp,SRR10901839.tmp,SRR10901840.tmp,SRR10901842.tmp,SRR10901843.tmp,SRR10901845.tmp,SRR10901847.tmp,SRR10901848.tmp,SRR10901850.tmp,SRR10901851.tmp,SRR10901852.tmp,SRR10901853.tmp,SRR10901854.tmp,SRR10901855.tmp,SRR10901856.tmp,SRR10901857.tmp,SRR10901858.tmp,SRR10901859.tmp,SRR10901860.tmp,SRR10901861.tmp,SRR10901862.tmp,SRR10901863.tmp
chr22,22864188,5,7,9,4,0,1,4,3,13,7,10,12,0,8,6,11,1,2,5,7,8,6,9,6,2,14,0,5,3,11,1,3,12,6,11,5
chr22,22863484,10,6,4,4,0,0,1,2,8,5,9,10,1,3,5,7,0,3,6,4,3,8,8,8,2,8,4,6,1,7,0,10,8,4,13,2
chr22,22863564,10,6,4,2,0,0,1,2,7,5,9,10,1,4,4,7,0,3,5,4,3,8,8,7,2,8,4,6,1,7,0,10,8,4,13,2
chr22,22863565,12,14,15,3,0,0,8,3,29,18,26,20,1,13,12,16,7,1,18,9,24,18,25,16,4,31,8,7,2,19,0,20,17,6,23,7
chr22,22863566,10,12,13,3,0,0,7,2,26,15,23,18,0,12,9,17,7,1,17,11,20,15,24,13,2,27,5,7,2,17,0,19,14,5,27,9
chr22,22863567,10,12,13,3,0,0,7,2,24,15,23,18,0,11,8,17,8,1,16,11,20,15,23,12,2,27,4,7,2,17,0,18,14,4,26,9
chr22,22864185,8,9,12,4,0,0,5,1,20,15,19,17,0,12,6,13,7,1,11,9,17,12,16,10,2,25,5,7,1,14,0,17,12,4,23,8
chr22,22863501,6,9,10,4,0,0,2,3,12,3,14,12,0,5,4,6,4,0,7,3,13,4,14,6,2,18,4,8,0,13,0,7,8,4,19,4
chr22,21766234,5,10,12,4,0,0,2,3,13,3,16,14,0,5,4,7,6,0,8,3,12,4,15,6,2,19,4,9,0,14,0,7,9,4,22,5
chr22,21766241,7,8,15,4,0,0,3,1,13,5,19,18,0,6,6,9,8,0,13,2,19,6,16,11,3,21,5,11,1,15,0,12,18,5,26,10
chr22,21766245,37,39,46,34,0,6,32,11,41,41,52,44,0,16,37,61,17,32,42,26,41,41,37,36,26,60,25,49,29,44,2,44,42,53,53,32
chr22,21766247,37,39,46,34,0,6,31,11,41,41,52,44,0,16,37,61,17,32,42,26,42,42,37,36,26,60,25,49,28,44,2,43,42,53,53,32
chr22,22864111,38,39,44,33,0,6,31,11,43,42,50,44,0,16,37,61,17,32,41,25,41,39,37,34,26,57,26,47,27,43,2,44,42,55,51,31
chr22,22864156,10,7,8,6,0,0,7,0,13,9,14,19,0,5,7,11,4,2,6,5,9,6,6,7,2,11,0,5,1,5,0,5,10,3,11,4
chr22,1982577,9,8,6,4,0,0,3,1,10,8,8,9,1,5,7,9,2,0,7,3,6,6,7,12,1,12,6,3,0,7,0,12,7,4,11,5
chr22,22863561,6,9,11,4,0,0,2,3,13,3,15,14,0,5,4,7,5,0,8,3,14,4,15,6,2,18,4,8,0,14,0,7,9,4,22,4
chr3,23030240,7,10,13,4,0,0,2,1,12,3,16,15,0,5,4,7,6,0,10,2,12,2,16,7,2,20,4,10,0,15,0,7,11,4,22,7
chr3,23030253,7,9,13,4,0,0,3,1,13,5,19,17,0,5,6,8,8,0,13,3,17,6,15,10,2,22,4,10,1,15,0,10,15,4,24,9
chr3,23030534,8,9,4,2,0,1,6,1,12,2,12,15,0,5,9,8,3,3,8,6,8,7,7,15,3,16,3,16,1,9,0,11,11,9,8,6
chr3,23030535,7,9,4,2,0,1,5,1,10,2,11,15,0,4,8,6,0,2,6,5,6,6,7,14,2,14,3,12,1,7,0,9,11,6,7,5
chr3,23030540,32,31,36,27,0,5,26,10,43,33,40,38,0,13,30,51,14,31,39,23,32,36,28,29,20,50,24,38,16,39,2,38,39,43,46,28
chr3,23030541,12,6,6,4,0,0,1,3,12,8,10,12,2,3,8,8,1,4,8,6,4,12,9,9,2,11,5,6,1,9,0,11,9,5,15,5
chr3,23030650,6,9,10,4,0,0,2,3,12,3,14,12,0,4,4,6,4,0,7,3,13,4,14,6,2,19,4,8,0,13,0,7,8,4,20,3
chr3,23030597,6,12,10,5,0,0,2,2,10,1,14,14,0,2,4,11,4,0,9,5,17,5,12,9,1,19,5,9,0,12,0,11,8,4,16,3
chr3,23030552,6,12,10,5,0,0,2,2,10,1,15,14,0,2,4,11,4,0,8,5,17,5,12,9,1,19,5,9,0,12,0,11,8,4,15,3
chr3,23030320,7,9,14,5,0,0,3,1,14,5,18,16,0,5,4,7,8,0,12,3,14,4,15,9,2,21,5,11,0,15,0,8,14,4,22,9
chr3,23030239,35,39,45,36,0,5,31,11,40,38,51,43,0,15,35,62,17,32,42,26,42,40,34,36,25,60,25,46,29,44,2,43,42,50,52,31
chr3,6171762,12,14,15,3,0,0,6,3,28,17,25,19,1,11,12,16,6,1,18,9,23,17,25,15,4,31,7,7,2,18,0,20,17,6,23,7
chr3,6171841,32,31,36,27,0,5,26,10,43,33,40,38,0,13,30,51,14,31,39,23,32,36,28,29,20,50,24,38,16,39,2,38,39,43,46,28
chr3,6171802,15,11,10,7,0,0,8,1,18,10,17,21,0,5,8,16,7,4,9,6,12,7,6,9,3,14,1,9,3,5,0,8,15,3,13,4
chr3,6171805,7,3,5,0,0,0,3,1,7,7,9,4,0,3,5,12,2,2,4,8,8,0,5,8,1,9,7,8,4,11,0,7,11,7,12,6
chr3,6171852,7,4,6,0,0,0,3,1,6,7,9,4,0,4,5,13,2,1,5,7,9,0,6,9,1,9,6,9,4,12,0,9,11,7,9,5
chr3,6171860,7,4,6,0,0,0,4,1,6,7,9,4,0,4,5,13,3,1,5,7,9,0,7,9,1,9,6,9,4,12,0,9,11,7,10,5
chr3,23030553,7,4,6,0,0,0,4,1,6,7,9,4,0,4,6,13,3,1,5,7,9,0,7,9,1,9,6,9,3,12,0,9,11,7,10,5
chr3,23030556,7,4,12,6,0,0,4,1,8,8,13,5,1,11,8,19,7,8,16,3,12,0,13,16,1,16,8,17,6,9,0,8,13,15,11,18
chr3,23030557,6,4,5,0,0,0,4,1,5,7,9,4,0,6,5,13,4,2,5,5,9,0,6,10,1,11,8,10,2,11,0,9,10,7,11,6
chr3,23030559,7,3,12,6,0,0,4,1,8,8,13,5,1,11,7,19,7,8,15,3,12,0,13,16,1,15,8,15,6,10,0,8,12,15,11,19
chr3,23030563,2,2,7,6,0,0,6,0,13,3,6,2,0,1,0,2,1,8,2,1,8,0,4,2,2,7,2,5,5,2,0,3,3,4,5,6
chr3,23030575,0,0,10,1,0,0,4,0,9,1,2,1,0,0,0,2,1,8,0,0,9,0,2,2,0,3,2,1,4,3,0,1,4,2,2,5
chr3,23030577,9,3,11,7,0,0,3,0,13,9,16,8,0,2,6,11,3,3,8,1,9,0,8,5,2,15,2,8,11,6,1,9,13,15,15,13
chr3,23030567,10,12,14,9,0,0,1,3,16,11,18,10,0,3,17,11,4,4,9,6,13,0,10,5,3,16,4,16,9,14,1,14,14,17,15,17
chr3,23030574,10,13,15,9,0,0,1,3,16,11,19,10,0,3,17,11,4,5,9,6,13,0,11,5,3,16,4,16,9,14,1,14,13,18,15,17
chr3,23030596,8,8,8,9,0,0,2,0,21,16,14,13,0,5,10,13,6,8,17,3,11,0,10,12,7,10,7,7,3,6,0,8,6,5,19,15
chr3,23030610,9,8,7,10,0,0,2,0,20,16,13,15,0,5,10,13,6,8,17,2,8,0,10,14,8,10,7,6,3,5,0,8,4,4,17,12
chr3,23030633,9,8,7,10,0,0,2,0,20,16,14,14,0,5,10,13,5,8,17,2,8,0,10,14,8,10,6,6,3,5,0,8,3,4,16,12
chr3,23030634,8,7,7,9,0,0,2,0,20,17,11,14,0,5,10,11,5,7,15,2,7,0,9,12,8,9,6,6,3,5,0,8,3,3,15,11
chr3,23030642,8,5,7,8,0,0,1,0,21,15,9,14,0,4,10,9,5,6,15,1,6,0,8,13,7,7,7,6,2,5,0,8,4,3,14,10
chr3,23030537,8,5,7,8,0,0,1,0,21,14,9,14,0,4,10,9,5,6,14,1,6,0,8,13,6,7,6,6,2,5,0,6,4,3,14,10
chr3,23030545,10,4,7,6,0,0,2,0,19,13,8,14,0,3,10,8,5,5,12,2,9,0,9,13,4,7,6,8,1,5,0,4,5,2,11,10
chr4,1869092,9,4,6,6,0,0,2,0,18,12,6,14,0,3,8,9,3,5,9,2,9,0,8,12,3,6,6,8,2,5,0,3,4,2,11,10
chr4,1869095,6,3,5,3,0,0,2,0,13,9,6,10,0,4,4,7,3,3,7,2,11,0,9,9,2,4,4,5,2,4,0,2,2,3,10,10
chr4,1869097,4,2,5,4,0,0,2,0,12,9,6,10,0,4,4,6,3,3,6,2,10,0,9,8,2,5,4,4,1,3,0,3,2,4,9,9
chr4,1869105,3,3,5,4,0,0,2,0,10,8,6,7,0,4,3,5,1,3,3,2,9,0,8,7,1,6,5,4,1,3,0,2,2,3,8,9
chr4,32381347,3,3,5,4,0,0,2,0,10,7,6,6,0,4,3,5,0,3,3,2,10,0,8,6,1,8,5,4,1,3,0,2,2,5,7,8
chr4,32381348,4,4,3,4,0,1,4,0,12,14,11,7,0,9,3,4,1,3,16,5,17,0,10,4,4,9,4,8,3,6,0,2,7,12,12,8
chr4,32381355,4,4,4,3,0,1,4,0,13,13,11,6,0,10,4,4,1,3,16,6,16,0,10,3,4,8,3,7,3,6,0,2,7,9,12,8
chr4,32381512,4,4,4,3,0,1,4,0,13,13,11,6,0,10,4,4,1,4,16,6,16,0,9,3,4,8,3,7,3,5,0,2,7,9,12,8
chr4,32381520,5,3,2,3,0,1,3,0,11,11,8,6,0,7,4,4,1,2,13,4,13,0,7,3,4,8,2,6,2,5,0,2,6,7,11,9
chr4,32383658,5,3,2,3,0,1,3,0,10,11,8,6,0,7,4,4,1,2,12,4,13,0,7,3,4,7,2,6,2,5,0,2,5,6,11,9
chr4,32383818,5,2,2,3,0,1,3,0,12,8,9,6,0,7,4,4,1,2,13,3,9,0,6,2,3,7,2,6,2,5,0,1,4,6,9,9
chr4,32385218,4,3,3,3,0,1,3,0,13,7,10,6,0,6,5,3,1,2,11,4,9,0,4,3,3,7,2,5,4,4,0,2,4,6,8,11
chr4,32385283,4,3,3,2,0,1,3,0,13,7,10,6,0,6,5,4,1,2,11,4,7,0,4,3,3,6,2,4,4,3,0,2,4,5,7,11
chr4,32385289,5,6,4,8,0,0,5,2,16,7,11,13,0,4,11,18,6,6,17,7,7,0,6,7,5,16,3,12,4,5,1,1,12,15,14,10
chr4,32385294,7,6,4,8,0,0,4,2,18,6,12,13,0,4,12,21,6,6,16,8,7,0,4,8,5,17,3,12,5,5,1,1,12,16,12,11
chr4,32385301,17,7,14,14,0,0,4,1,20,10,16,16,3,3,12,18,9,8,15,8,15,0,12,10,8,29,11,18,10,4,3,2,17,24,16,21
chr4,32385394,17,7,14,12,0,0,4,1,19,10,17,16,3,3,12,17,9,8,13,7,14,0,11,10,7,26,11,19,12,4,2,2,20,26,19,23
chr4,32385406,5,7,10,7,0,1,6,2,18,6,8,13,1,5,13,10,5,9,6,3,8,0,5,9,5,17,8,12,9,3,2,3,15,16,17,17
chr4,32385423,2,7,8,5,0,1,6,2,16,4,7,9,1,4,10,8,5,9,6,6,6,0,3,11,4,14,6,8,8,2,1,3,10,13,13,13
chr4,32385478,2,7,8,5,0,1,6,2,16,4,7,9,1,4,10,8,5,9,6,6,7,0,4,11,4,14,6,8,8,2,1,3,10,13,13,13
chr4,32385489,9,5,6,7,0,0,10,0,10,6,6,7,0,4,8,13,3,8,12,1,13,0,11,8,7,16,8,8,6,0,1,6,8,10,9,7
chr4,32385492,4,5,4,3,0,0,5,0,6,4,2,7,0,5,7,9,2,3,4,1,7,0,7,4,2,11,6,3,3,0,0,5,3,7,7,2
chr4,32385548,4,7,3,0,0,0,3,0,9,4,2,5,0,4,7,7,2,3,4,1,6,0,5,3,2,10,4,2,1,0,0,3,4,5,7,0
chr4,1869109,4,7,3,0,0,0,3,0,9,4,2,5,0,4,6,7,2,3,4,1,5,0,5,3,2,9,3,2,1,0,0,3,4,5,7,0
chr4,32381336,8,7,8,3,0,0,3,0,9,7,3,9,0,6,3,12,2,2,4,4,8,0,4,6,3,10,4,4,3,4,1,3,5,4,10,4
chr4,32381353,8,9,8,3,0,0,4,0,9,10,2,10,0,6,2,10,3,2,5,5,10,0,4,5,3,9,4,3,3,4,1,2,5,4,9,4
chr4,32383657,11,12,12,5,0,0,3,0,9,9,5,8,0,7,4,11,5,2,5,6,9,0,4,5,2,12,4,2,4,5,1,3,7,5,10,6
chr4,32383826,11,9,14,6,0,1,4,0,14,14,8,8,0,6,4,11,7,2,2,5,15,0,6,6,5,12,4,5,3,6,1,6,10,5,14,9
chr4,32383827,12,7,11,7,0,1,4,0,16,11,10,6,0,8,8,10,6,1,1,7,9,0,6,5,4,12,5,5,2,4,1,7,9,5,16,6
chr4,32383832,12,3,9,5,0,1,2,0,14,10,8,6,0,7,10,10,5,2,1,7,7,0,6,3,8,9,4,6,0,2,0,4,9,5,15,6
chr4,32385431,8,8,8,10,0,0,2,0,20,16,14,13,0,5,11,12,6,8,17,4,13,0,10,12,7,10,7,8,3,6,0,8,6,6,19,15
chr4,32385559,8,8,8,9,0,0,2,0,21,16,14,14,0,5,10,13,6,8,17,3,11,0,10,12,7,10,7,7,3,6,0,9,5,5,19,14
chr4,32385571,8,4,6,6,0,0,2,0,19,12,6,15,0,3,7,9,3,5,12,2,9,0,9,13,4,6,6,8,1,5,0,4,5,2,12,11
chr4,1869100,3,2,6,4,0,0,1,0,11,8,7,6,0,6,3,5,0,5,6,3,11,0,8,8,1,8,5,5,1,3,0,2,2,6,9,8
chr4,32385035,3,4,5,4,0,0,2,0,10,7,8,7,0,5,3,4,0,6,9,4,14,0,9,8,1,9,4,6,3,2,0,3,3,9,9,7
chr4,32385405,3,4,5,3,0,0,2,0,9,8,8,6,0,6,3,4,0,5,9,5,16,0,11,7,0,8,4,6,3,2,0,2,4,9,11,7
chr4,32385436,4,2,3,3,0,1,3,0,13,8,9,6,0,6,4,4,1,2,13,3,9,0,4,3,3,7,2,6,2,5,0,2,4,6,9,10
chr4,32575610,6,6,3,8,0,0,5,2,15,7,10,11,0,4,11,17,6,7,15,7,7,0,8,7,5,15,3,10,4,5,1,1,13,13,13,8
chr4,1869197,6,7,4,8,0,0,5,2,17,6,11,13,0,4,11,20,6,6,16,8,7,0,6,7,5,17,3,12,5,5,1,1,12,16,13,11
chr4,32385388,6,7,10,7,0,1,6,2,18,6,9,13,1,5,12,10,5,9,6,4,9,0,5,9,5,17,8,14,9,3,2,3,15,16,17,17
chr4,32575616,5,7,10,5,0,1,6,2,15,4,8,12,1,3,11,9,5,9,6,5,6,0,3,9,5,15,7,8,9,2,1,3,14,16,14,16
chr4,32385417,3,7,10,5,0,1,7,2,15,5,8,9,1,3,10,7,5,9,6,5,6,0,4,9,5,14,6,8,9,2,1,3,11,15,13,15
chr4,32381361,2,7,8,5,0,1,6,2,16,4,7,9,1,4,10,8,5,9,6,6,6,0,4,11,4,14,6,8,8,2,1,3,10,13,13,13
chr4,26635844,5,5,5,4,0,0,5,0,6,5,2,7,0,5,7,9,2,4,4,1,8,0,8,4,3,11,6,3,3,0,0,5,4,7,8,2
chr4,26635856,8,8,8,10,0,0,2,0,20,14,14,13,0,3,12,13,6,8,17,4,13,0,9,12,7,9,7,7,4,4,0,8,7,6,19,16
chr4,26635941,3,2,6,4,0,0,1,0,12,7,9,7,0,7,3,5,0,6,8,3,12,0,8,8,1,8,4,5,1,2,0,2,1,8,8,8
chr4,32381482,2,2,3,3,0,1,4,1,12,3,6,4,0,5,9,10,3,2,5,1,3,0,3,3,1,7,0,3,3,2,0,1,6,4,6,7
chr4,32382712,6,4,2,7,0,0,6,2,14,7,9,9,0,4,10,18,6,6,13,8,7,0,7,6,3,12,3,8,4,5,1,1,12,12,13,7
chr4,32382725,9,8,6,9,0,0,4,3,17,6,12,12,0,4,14,20,6,7,16,8,8,0,5,8,5,18,4,13,5,5,1,1,12,16,12,11
chr4,32382727,4,7,10,5,0,1,6,2,14,4,8,10,1,3,10,7,5,9,6,5,6,0,4,9,5,14,7,8,9,2,1,3,12,16,13,15
chr4,32382879,2,7,8,5,0,1,6,2,16,4,7,9,1,4,10,8,5,9,6,6,7,0,4,11,4,14,6,8,8,2,1,3,10,13,13,13
chr4,32383646,10,5,5,7,0,0,10,0,10,6,5,8,0,4,8,14,3,8,10,2,13,0,11,8,7,16,8,7,7,0,1,5,9,10,9,7
chr4,32383663,2,3,2,3,0,1,4,1,11,5,7,5,0,5,10,10,4,2,6,2,2,0,4,3,2,7,0,3,1,2,0,0,7,6,8,8
chr4,32383665,4,2,5,5,0,1,5,1,11,5,8,7,0,5,11,13,5,3,9,3,4,0,6,3,3,9,2,7,3,3,0,0,8,9,11,8
chr4,32383666,6,7,4,8,0,0,5,2,17,6,11,13,0,4,12,21,6,6,16,8,7,0,5,8,5,17,3,12,5,5,1,1,12,16,13,11
chr4,32385045,12,2,9,5,0,1,2,0,14,9,7,6,0,7,11,9,3,2,1,6,8,0,8,3,9,11,5,6,1,1,0,5,7,5,12,8
chr4,32385046,8,3,6,6,0,0,2,0,18,12,6,12,0,4,8,10,3,5,7,2,10,0,10,11,3,5,5,7,2,6,0,3,3,3,12,11
chr4,32385378,4,4,3,4,0,1,4,0,13,14,11,7,0,9,3,4,1,3,16,5,17,0,11,4,4,9,3,8,3,6,0,2,7,11,11,8
chr4,32385412,5,4,3,3,0,1,4,0,11,13,9,7,0,10,4,4,1,3,16,5,15,0,8,3,4,8,3,7,3,5,0,2,6,10,11,8
chr4,32385416,15,5,13,11,0,0,4,2,20,9,16,14,3,3,12,13,8,11,13,5,14,0,10,9,7,23,12,18,14,3,2,2,21,24,20,20
chr4,32385432,5,2,7,4,0,1,5,1,6,10,6,2,0,4,5,6,8,6,6,5,9,0,5,13,1,9,7,5,3,5,1,14,7,8,8,7
chr4,32385550,7,1,7,5,0,0,5,0,7,10,6,5,0,2,5,7,6,4,5,5,6,0,5,10,1,8,6,5,4,5,1,14,8,10,10,7
chr4,32385558,7,1,7,5,0,0,5,0,8,10,6,5,0,2,5,7,6,5,5,6,6,0,5,10,1,8,6,5,4,5,1,14,8,11,10,7
chr4,32385585,9,8,6,10,0,0,4,3,17,6,12,12,0,3,13,21,6,7,17,8,8,0,5,8,5,18,4,13,5,5,1,1,13,16,12,11
chr4,26637006,17,6,14,13,0,0,4,1,20,10,17,16,3,3,11,18,9,8,14,7,14,0,12,9,8,29,11,18,10,4,2,2,17,24,15,22
chr4,26637008,17,7,13,12,0,0,4,1,21,10,16,13,3,3,13,16,8,10,13,6,14,0,11,10,7,24,11,18,14,4,2,2,21,27,20,20
chr4,26637033,5,3,2,5,0,1,5,2,15,7,9,8,0,4,9,18,6,6,12,7,6,0,7,6,3,12,3,8,4,5,0,1,12,11,12,7
chr4,32381371,43,25,44,33,0,6,33,18,43,30,53,46,3,19,39,56,23,13,49,33,44,0,36,43,19,60,23,53,31,26,3,42,40,63,51,44
chr4,32385220,55,32,49,36,0,9,36,20,54,38,62,46,2,21,42,63,24,22,50,32,52,0,42,44,17,67,27,56,37,32,3,45,44,66,55,45
chr4,32385552,57,33,50,39,0,10,40,21,60,39,63,45,2,22,43,65,22,23,50,34,53,0,44,46,18,68,27,58,42,35,2,47,48,64,57,49
chr4,32385565,58,35,51,40,0,11,39,22,63,42,65,47,2,24,44,69,24,24,50,35,54,0,46,47,20,67,26,59,46,37,2,47,50,68,61,53
chr4,32385577,58,38,54,44,0,14,50,19,73,49,73,57,2,27,54,81,29,35,50,40,61,0,50,60,29,71,37,70,45,47,1,57,63,82,71,63
chr4,32575627,58,34,51,39,0,10,40,21,58,39,64,47,2,23,44,65,23,23,51,34,53,0,44,46,18,68,28,56,40,34,2,47,48,66,58,50
chr4,32575637,5,12,15,4,0,0,8,2,17,5,21,10,1,5,13,29,3,9,4,8,3,0,3,5,2,10,9,13,9,14,0,6,13,7,10,8
chr4,26635931,5,2,13,10,0,0,4,1,15,3,3,15,0,7,4,13,4,7,5,1,13,0,7,4,3,11,4,8,2,9,0,11,13,12,9,4
chr4,32385036,5,2,14,10,0,0,4,1,16,2,3,14,0,7,5,11,4,7,4,1,13,0,7,4,3,12,4,8,2,9,0,10,13,13,9,4
chr4,32385547,5,3,13,9,0,0,3,1,15,1,4,14,0,7,6,8,4,8,5,1,12,0,6,4,5,12,3,8,1,10,0,12,13,12,9,6
chr4,32385490,8,3,14,10,0,0,3,2,9,2,7,10,0,4,2,11,4,4,5,1,10,0,8,5,4,12,5,4,4,9,0,10,14,7,7,6
chr4,32385491,6,5,12,5,0,0,6,0,13,6,10,7,0,3,6,12,7,2,5,1,12,0,14,6,2,8,6,7,4,7,0,12,13,8,9,7
chr4,32385572,5,6,12,5,0,0,6,0,14,6,10,9,0,3,6,12,6,3,5,1,11,0,14,5,2,9,6,6,4,9,0,11,13,7,9,7
chr4,26636995,5,6,13,5,0,0,5,0,12,6,9,9,0,3,6,11,6,3,5,1,12,0,13,5,1,9,6,6,4,9,0,10,12,7,9,8
chr4,32385375,6,6,12,6,0,0,10,0,16,9,13,12,0,5,8,20,3,0,6,7,8,0,12,7,2,11,8,23,5,17,0,20,8,14,14,21
chr4,26635932,3,4,12,7,0,0,11,1,13,9,12,10,0,4,7,15,3,0,4,6,8,0,10,8,2,10,9,23,3,17,0,20,6,13,13,18
chr4,32381356,6,6,12,6,0,0,11,0,15,9,13,11,0,5,8,19,3,0,6,6,9,0,11,6,2,10,8,24,5,18,0,20,8,14,15,19
chr5,256610,5,2,15,9,0,0,1,1,14,3,4,16,0,6,7,11,7,5,6,2,12,0,9,6,3,12,4,8,3,15,0,10,9,10,18,4
chr5,256621,3,4,13,4,0,0,6,0,13,8,6,10,0,5,4,9,6,4,3,1,11,0,8,3,1,7,5,4,4,9,0,7,11,9,9,7
chr5,256632,10,5,15,12,0,1,4,1,11,4,12,9,0,3,8,21,8,6,9,5,12,0,12,6,3,13,5,6,7,6,1,15,16,11,10,12
chr5,256636,7,2,14,10,0,0,0,1,10,4,4,13,0,5,2,12,7,6,6,1,11,0,9,4,3,8,5,6,3,10,0,10,12,8,12,5
chr5,256650,14,17,18,7,0,2,21,1,27,24,28,11,0,7,25,17,9,6,12,9,24,0,17,9,8,30,13,35,8,17,0,11,12,13,25,9
chr5,256675,13,16,18,7,0,2,21,1,27,23,28,11,0,7,25,17,9,6,12,9,24,0,17,9,8,30,13,35,8,18,1,11,13,13,25,9
chr5,256678,13,15,16,6,0,2,19,1,28,26,28,11,0,8,27,17,9,6,15,9,24,0,19,8,9,32,14,37,9,17,1,12,15,16,27,11
chr5,256687,7,15,14,4,0,2,8,3,22,15,20,9,0,4,16,17,2,7,8,5,18,0,12,6,5,14,7,14,6,6,0,13,10,16,32,12
chr5,256753,7,15,15,4,0,2,8,3,22,15,20,9,0,4,16,17,2,7,8,5,18,0,12,6,5,14,7,14,6,7,0,13,10,16,32,12
chr5,256759,6,15,15,3,0,3,7,4,22,17,21,9,0,3,14,20,3,6,9,6,18,0,12,8,5,8,6,13,6,8,0,12,10,15,32,12
chr5,256892,6,15,15,3,0,3,6,4,22,17,22,9,0,3,13,21,4,6,10,5,21,0,12,8,5,10,6,12,6,8,0,11,11,16,32,14
chr5,29236744,6,15,15,3,0,3,6,4,23,17,22,8,0,3,11,21,4,6,11,5,21,0,11,8,5,10,6,13,6,8,0,11,11,16,32,13
chr5,29236751,6,15,17,3,0,3,8,4,24,17,21,8,0,3,15,21,3,6,9,6,17,0,13,9,6,9,7,13,6,8,0,12,10,15,33,13
chr5,29236770,28,14,14,17,0,1,12,6,32,26,25,13,1,6,22,20,9,12,17,12,31,0,20,12,7,27,11,13,9,22,0,21,16,30,23,15
chr5,31819558,24,17,19,20,0,1,16,5,33,24,30,16,1,9,20,28,7,20,19,16,33,0,23,15,3,31,13,18,14,24,0,21,18,29,23,16
chr5,31819565,15,15,21,5,0,2,22,1,27,27,31,10,0,6,23,23,10,7,11,9,26,0,15,8,8,30,11,33,7,17,0,15,14,13,28,8
chr5,31819572,14,16,19,5,0,2,19,1,26,24,30,11,0,7,25,18,8,6,12,9,23,0,17,8,7,30,13,35,7,16,0,12,12,11,25,9
chr5,31819575,7,11,13,6,0,2,7,0,26,18,20,6,0,2,15,13,4,5,5,8,14,0,14,9,4,21,8,24,5,10,0,13,10,5,18,10
chr5,31819577,15,16,19,5,0,2,21,1,28,25,32,11,0,7,25,21,10,6,12,9,24,0,18,8,7,31,13,35,7,17,0,14,14,13,28,9
chr5,256509,9,12,18,8,0,2,7,2,29,18,24,12,0,5,16,18,6,5,7,11,20,0,18,12,4,23,10,28,5,10,0,19,14,6,21,13
chr5,256762,9,13,18,8,0,2,7,2,30,18,24,12,0,5,16,19,6,5,7,11,20,0,18,12,4,23,10,29,5,10,0,20,14,6,22,13
chr5,256893,12,14,11,15,0,2,7,3,18,15,14,11,0,7,16,16,4,5,17,4,12,0,16,11,4,22,6,14,2,19,2,8,13,16,21,8
chr5,29236861,11,9,9,13,0,2,6,3,16,15,12,12,0,7,14,18,3,5,14,4,12,0,15,11,2,19,5,13,2,19,1,9,10,17,21,8
chr5,256760,10,9,8,13,0,1,6,2,15,17,11,10,0,6,13,18,3,4,15,4,9,0,14,11,2,18,4,13,4,18,1,8,10,16,20,9
chr5,13649149,14,17,18,5,0,2,21,1,27,24,31,11,0,7,25,19,9,6,12,9,23,0,18,8,7,30,13,35,7,16,0,12,14,11,26,9
chr5,13649168,11,6,6,10,0,2,14,4,6,16,16,5,0,2,18,17,1,7,10,4,15,0,11,8,8,21,10,17,7,16,1,13,13,19,14,8
chr5,13649181,9,5,6,11,0,3,11,4,7,17,15,5,0,2,16,16,0,6,11,4,15,0,12,7,8,20,8,16,6,16,1,14,15,17,15,8
chr5,13649182,12,15,17,6,0,2,21,1,27,26,29,11,0,8,26,17,9,6,14,9,24,0,17,8,9,30,14,37,8,18,1,12,15,15,27,9
chr5,13649174,12,15,17,6,0,2,19,1,27,27,28,11,0,8,27,17,9,7,16,10,25,0,18,8,9,33,13,38,9,17,1,12,16,15,27,11
chr5,29236867,6,15,15,3,0,2,7,3,21,16,21,9,0,4,17,20,3,6,8,5,18,0,13,7,6,12,7,15,7,7,0,12,10,16,33,12
chr5,256637,4,7,11,5,0,0,6,0,8,9,13,4,0,2,7,6,0,5,5,3,11,0,10,6,6,12,6,7,3,6,0,7,13,9,19,11
chr5,256894,9,15,14,4,0,2,8,4,23,15,20,8,0,4,16,17,2,7,8,5,17,0,12,7,5,14,7,15,6,6,0,13,9,15,31,12
chr5,256895,9,5,6,11,0,3,11,4,6,16,15,5,0,2,16,16,0,6,11,4,16,0,12,7,8,20,8,17,6,16,1,14,15,18,14,8
chr5,13648693,5,6,15,6,0,0,8,0,9,8,12,5,0,3,8,7,0,4,5,1,12,0,9,4,5,11,6,8,5,5,0,8,14,10,17,9
chr5,13648704,3,6,7,5,0,1,5,5,6,3,3,4,0,3,4,6,3,2,5,3,8,0,10,12,5,12,3,5,6,3,0,9,2,6,8,10
chr5,13648705,3,5,7,5,0,1,5,5,6,3,3,3,0,3,4,6,3,2,5,3,8,0,10,10,4,12,3,5,6,3,0,9,2,6,8,9
chr5,22019735,3,5,7,5,0,1,5,4,5,2,4,2,0,3,4,7,3,3,6,2,6,0,9,8,4,11,3,4,5,3,0,9,1,4,8,6
